Genotype Germplasm Treatment Compartment Block Plot Apodus Schizothecium Dichotomopilus Trichocladium Humicola Chaetomium Botryotrichum Botryoderma Gelasinospora Nigrospora Truncatella Ophiosphaerella Fusidium Chaetosphaeria Chloridium Myrmecridium Seychellomyces Cephalotrichum Phaeoacremonium Kernia Periconia Exophiala Cladosporium Mycosphaerella Neobulgaria Minimedusa Solicoccozyma Phlyctochytrium Scutellinia Byssonectria Ochroconis Mortierella Udeniozyma Mrakia Tausonia Rhizophydium Geastrum Waitea Thanatephorus Rhizopus Clitopilus Tubaria Ganoderma Sistotrema Syncephalis Setophoma Paraphoma Setophaeosphaeria Leucothecium Setosphaeria Paraphaeosphaeria Neoroussoella Simplicillium Sarocladium Paramyrothecium Achroiostachys Monocillium Clonostachys Acremonium Aspergillus Penicillium Arachnomyces Talaromyces Gymnoascus Ciliolarina Pseudeurotium Chrysosporium Pseudogymnoascus Remersonia Tetracladium Colletotrichum Striatibotrys Hydropisphaera Gliomastix Metacordyceps Trichoderma Volutella Fusicolla Fusarium Nectria Thelonectria Metarhizium Emericellopsis Lecanicillium Scytalidium Valsonectria Niesslia Purpureocillium
CK_S54_3 X54 Landrace CK Rhizosphere 3 P08 5 29 13 11 16 12 27 522 0 0 3 0 12 0 0 3 0 0 38 0 5 64 0 0 0 0 220 10 0 0 0 162 7 0 0 0 4 0 0 8368 47 0 0 0 40 0 0 0 0 0 0 0 54 27 9 0 22 265 1809 0 15128 0 68433 0 0 765 0 0 3 28 0 5 2 17 157 166 0 122 4161 5 4 20 70 17 25 8 0 26
CK_S55_1 X55 Landrace CK Rhizosphere 1 P05 57 327 30 115 20 100 7 1568 2 8 29 0 491 6 16 110 0 0 275 8 18 546 7 6 0 0 553 0 0 8 0 3092 0 5 0 0 3 44 484 127 8 0 2 10 54 0 0 5 0 0 0 12 2 191 119 0 29 818 923 0 1575 0 87136 0 0 1505 2 0 8 208 0 8 0 61 55 775 0 529 3666 16 25 61 134 0 50 23 10 0
CK_S55_2 X55 Landrace CK Rhizosphere 2 P05 58 152 52 52 59 1112 15 8246 0 0 5 0 202 5 0 63 0 0 41 0 41 182 0 0 0 82 394 8 16 24 11 937 56 0 0 0 0 0 0 2263 288 0 4 0 91 0 0 3 8 0 0 4 0 167 19 0 7 1188 2226 8 8983 0 58013 0 3 3334 6 535 5 72 0 19 156 276 120 2463 0 358 902 20 6 83 288 66 0 9 0 34
CK_S55_3 X55 Landrace CK Rhizosphere 3 P05 6 0 3 20 0 8 0 220 0 0 0 0 30 0 2 7 0 0 13 0 0 45 0 0 0 0 286 0 0 0 0 73 0 0 0 0 0 21 0 2038 38 0 0 0 0 0 0 0 0 0 0 6 74 37 5 0 16 352 1281 3 9877 0 82938 0 0 156 0 0 0 11 0 3 0 5 91 265 0 177 884 3 6 0 41 4 32 5 3 17
CK_S56_1 X56 Landrace CK Rhizosphere 1 P05 26 89 39 79 0 0 7 295 0 0 5 0 508 2 10 61 0 0 72 2 36 263 0 0 0 0 474 0 13 4 0 2280 7 0 0 0 4 0 31 18437 661 14 6 6 15 0 0 4 3 0 8 15 4 199 12 3 56 1276 3331 0 12515 3 56959 0 0 769 0 0 0 94 0 6 14 54 367 506 4 362 2375 29 7 46 42 0 126 3 108 0
CK_S56_2 X56 Landrace CK Rhizosphere 2 P05 0 37 24 12 10 19 7 1100 0 4 3 0 69 0 3 16 0 0 18 0 6 146 0 0 0 9 64 24 9 0 0 265 9 0 0 0 0 70 0 11546 20 3 0 0 0 4 0 0 0 0 0 0 0 219 12 0 7 10464 923 0 3561 0 50015 0 0 302 0 0 11 5 0 4 163 49 203 538 0 348 1151 0 13 109 265 27 4 0 0 48
CK_S56_3 X56 Landrace CK Rhizosphere 3 P05 7 43 9 18 0 10 0 320 0 0 0 0 48 0 0 12 0 0 18 0 5 51 0 0 0 0 192 0 0 0 0 78 0 0 0 0 0 0 0 8775 546 0 0 0 0 0 0 0 0 0 0 4 26 75 7 0 115 476 825 0 4108 0 77460 0 0 1050 0 0 8 9 0 0 0 17 450 514 0 180 1021 3 3 9 101 123 36 4 0 31
CK_S57_1 X57 Landrace CK Rhizosphere 1 P05 12 43 9 55 29 0 4 310 0 12 0 0 167 0 0 53 0 0 381 0 8 580 0 0 3 0 600 0 0 0 0 796 4 3 0 0 0 0 0 13906 1744 0 0 6 159 0 0 11 2 7 7 5 20 44 19 0 29 3008 266 0 2020 0 48107 0 0 2428 0 0 9 97 0 10 0 22 224 340 0 1481 5175 5 12 711 52 0 8 6 4 0
CK_S57_2 X57 Landrace CK Rhizosphere 2 P05 62 131 29 36 20 23 41 11050 0 0 0 0 196 7 4 102 0 4 21 0 27 202 118 36 3 8 286 7 16 30 8 611 14 0 0 0 0 195 0 15060 49 0 0 2 4 209 0 12 0 0 14 0 0 4199 48 0 18 515 8386 5 2193 3 41972 0 4 1560 8 16 12 104 0 4 193 41 580 733 0 258 2957 5 9 83 189 39 16 2 10 24
CK_S57_3 X57 Landrace CK Rhizosphere 3 P05 7 47 17 0 14 8 10 546 4 2 0 0 77 0 0 9 0 0 27 0 3 55 0 0 0 0 198 7 0 2 5 150 3 0 0 0 0 4 0 5819 33 0 0 0 11 0 0 0 0 121 0 4 24 177 23 0 16 206 738 43 11460 0 82834 0 0 775 0 0 4 18 0 3 7 41 66 113 0 191 1002 4 9 11 129 12 36 6 0 24
CK_S58_1 X58 Landrace CK Rhizosphere 1 P14 30 41 32 32 47 9 0 899 0 2 3 0 120 0 0 39 0 0 88 0 0 207 0 0 0 70 118 0 0 17 0 972 4 0 0 0 0 0 7 497 11 0 0 65 0 0 0 0 0 0 0 4 0 159 12 0 11 1927 219 0 11801 0 52601 0 0 303 0 81 0 39 0 4 15 21 30 192 0 275 1651 8 0 20 31 0 302 5 0 0
CK_S58_2 X58 Landrace CK Rhizosphere 2 P14 0 55 10 26 0 20 0 1060 0 0 0 0 106 0 9 60 0 0 11 0 5 42 0 23 0 7 86 38 0 0 0 207 5 0 0 0 0 6 0 11569 3919 0 0 0 6 9 0 0 0 0 4 0 0 143 68 0 30 4068 1452 0 14741 0 32437 0 0 311 0 6 2 32 0 7 145 33 309 1369 0 141 871 4 0 96 137 2735 44 0 3 75
CK_S58_3 X58 Landrace CK Rhizosphere 3 P14 0 31 8 0 13 33 0 192 0 0 0 0 16 0 0 8 0 0 13 0 0 15 0 0 0 5 207 0 0 2 0 63 0 0 0 4 0 0 0 1301 0 0 0 0 0 0 0 0 0 2 0 0 25 81 0 2 14 811 954 0 12027 0 78608 0 0 162 0 0 4 6 6 0 16 0 26 57 0 115 885 0 3 0 482 5 13 3 8 8
CK_S59_1 X59 Landrace CK Rhizosphere 1 P08 28 75 20 39 13 0 0 245 7 2 9 0 39 0 2 25 0 0 284 0 0 154 11 6 0 4 113 0 0 2 0 1139 3 0 0 0 0 0 115 2647 25 0 0 0 26 0 0 5 0 0 0 8 3 6334 16 0 16 1073 481 9 8403 0 83023 0 0 312 5 0 5 47 2 11 0 24 38 197 0 285 834 0 6 24 64 0 11 9 3 2
CK_S59_2 X59 Landrace CK Rhizosphere 2 P08 24 79 31 0 28 51 12 3440 4 4 6 0 124 2 0 27 0 0 13 0 8 177 0 0 0 7 187 10 16 6 6 236 19 0 0 0 0 0 0 15327 988 0 0 13 12 0 0 16 4 0 0 4 0 271 146 0 17 1062 4087 0 2189 3 55151 0 0 566 4 15 4 43 2 16 197 600 162 785 0 272 1081 6 11 101 1878 47 38 4 27 56
CK_S59_3 X59 Landrace CK Rhizosphere 3 P08 18 31 11 0 14 19 0 172 0 0 3 0 22 2 0 15 0 0 38 0 0 33 0 0 0 0 249 2 0 2 0 66 2 0 0 0 0 0 0 1048 22 0 0 0 0 0 0 0 0 0 0 0 23 2119 5 0 5 112 379 5 7320 0 86067 0 0 338 0 0 3 11 0 0 0 0 111 158 0 79 1444 4 8 0 66 5 35 4 0 17
CK_S6_1 X6 Landrace CK Rhizosphere 1 P14 0 130 52 102 21 0 30 2741 0 8 10 0 92 10 0 74 0 0 152 12 4 249 0 9 0 77 343 0 3 2 3 2025 10 0 3 0 0 237 48 28 0 0 0 8 53 0 0 3 2 0 7 10 0 626 36 0 48 1206 405 63 5279 3 98425 3 2 1625 0 0 11 182 0 12 5 45 41 488 0 497 1680 20 16 27 75 0 9 25 14 0
CK_S6_2 X6 Landrace CK Rhizosphere 2 P14 151 225 67 72 97 104 11 3714 11 2 13 0 173 14 0 55 3 0 41 4 9 160 0 0 0 7 336 48 7 3 0 426 20 0 0 0 0 16 0 17049 10 0 2 0 53 0 0 0 0 0 2 13 0 390 59 5 32 1240 5971 93 7268 0 56401 6 0 816 0 0 7 76 0 5 63 516 148 892 0 320 2278 32 7 74 338 0 77 20 7 22
CK_S6_3 X6 Landrace CK Rhizosphere 3 P14 256 54 27 33 28 29 54 773 8 4 2 0 120 0 8 46 0 0 67 0 18 118 0 6 0 0 742 2 10 0 4 597 26 0 45 0 0 116 1600 4699 20 0 8 0 57 0 4 6 0 138 0 0 0 149 21 0 7 251 1007 1110 16112 2 53734 0 2 3152 2 8 0 82 0 0 0 61 308 279 0 291 1325 20 0 91 153 37 16 17 15 0
CK_S60_1 X60 Landrace CK Rhizosphere 1 P08 83 210 41 184 40 0 8 999 0 0 23 0 152 5 8 67 0 0 726 7 15 430 0 0 0 33 631 0 0 0 0 3807 55 2 0 0 9 0 14 19527 254 0 4 0 123 0 0 18 2 3 0 21 13 384 30 0 30 1160 456 7 1703 0 57006 0 6 1759 13 0 31 223 0 17 0 164 389 440 6 957 3878 0 19 85 65 0 29 18 8 15
CK_S60_2 X60 Landrace CK Rhizosphere 2 P08 0 46 15 0 0 60 11 1691 0 0 4 0 57 0 0 22 0 0 4 0 4 49 0 0 0 4 45 2 0 0 0 179 10 0 0 0 0 20 0 9640 210 0 0 0 0 0 0 0 0 0 0 5 0 169 4 0 6 383 479 0 1523 0 86176 0 0 227 2 17 0 20 0 2 126 21 82 497 0 99 745 11 0 36 793 43 3 4 2 15
CK_S60_3 X60 Landrace CK Rhizosphere 3 P08 9 13 12 24 0 19 0 597 6 2 0 0 23 3 0 12 0 0 13 0 0 10 0 0 0 19 44 0 0 0 0 87 0 0 0 0 0 0 0 20376 1686 0 0 0 4 0 0 0 0 0 0 0 956 129 9 0 17 222 6412 0 3008 0 29030 0 0 257 0 0 0 7 0 0 4 6 275 231 0 161 309 0 0 55 95 27 58 5 5 97
CK_S61_1 X61 Landrace CK Rhizosphere 1 P05 18 536 33 135 34 3 38 3839 12 0 2 0 106 0 2 75 0 0 258 4 9 286 0 0 0 0 445 0 36 16 0 1935 4 0 0 2 11 0 16 190 36 0 0 0 161 54 0 0 9 0 0 0 7 193 22 31 36 720 1635 6 3243 6 73764 0 0 1312 9 5 14 158 6 6 27 21 46 1179 0 588 2678 5 17 73 133 0 29 15 11 0
CK_S61_2 X61 Landrace CK Rhizosphere 2 P05 0 25 8 0 15 4 0 778 0 0 0 0 24 2 4 16 0 0 15 0 3 45 0 0 0 8 116 0 0 0 0 121 11 2 0 0 0 20 0 6927 8 32 0 0 5 0 0 3 0 0 0 0 0 165 22 0 6 353 4953 0 2380 0 84334 0 0 225 2 5 0 10 0 3 132 11 102 3027 0 122 352 3 5 78 264 23 0 14 0 15
CK_S61_3 X61 Landrace CK Rhizosphere 3 P05 0 33 6 0 19 6 10 613 0 0 0 0 42 0 0 5 0 0 16 0 0 17 0 0 0 0 60 0 0 0 0 105 2 0 0 0 0 0 3 422 0 0 0 0 0 0 0 0 0 0 0 0 29 95 0 0 22 5499 1903 0 12692 0 83740 0 0 506 0 0 3 14 0 0 20 4 60 93 0 116 532 2 0 11 67 0 576 0 44 32
CK_S62_1 X62 Landrace CK Rhizosphere 1 P14 105 132 16 74 19 0 17 255 0 0 11 0 767 8 6 549 0 0 133 0 18 539 0 12 0 2 516 0 27 5 0 915 8 0 0 0 0 0 1022 2651 40 0 0 109 69 0 0 12 2 0 2 52 8 143 27 0 47 3453 1689 0 1702 0 82197 2 2 1005 10 0 0 92 0 13 0 19 146 1678 4 456 2620 8 11 45 92 0 29 14 16 0
CK_S62_2 X62 Landrace CK Rhizosphere 2 P14 0 46 10 38 0 25 0 1101 0 0 9 0 135 2 0 62 2 3 25 6 5 164 31 0 0 0 307 0 0 0 0 363 14 0 0 3 0 282 0 4426 151 0 0 3 17 0 0 6 2 3 38 9 81 5289 44 0 18 360 730 0 2341 0 90036 0 0 995 0 0 0 41 2 4 80 25 69 1605 0 135 1977 20 5 107 1193 12 0 5 23 8
CK_S62_3 X62 Landrace CK Rhizosphere 3 P14 3 21 20 0 22 9 7 318 0 0 2 0 21 0 2 5 0 0 17 0 0 19 0 0 0 0 134 0 2 0 0 118 3 0 0 0 0 0 0 3173 36 0 0 0 19 0 0 0 0 0 0 0 18 143 10 0 13 191 448 0 6833 0 42443 0 0 421 0 0 0 10 0 2 11 8 69 271 0 157 515 3 6 16 65 2 39 6 0 15
CK_S63_1 X63 Landrace CK Rhizosphere 1 P11 0 48 38 72 23 0 0 1867 0 0 12 0 126 7 3 52 0 0 114 3 11 279 0 0 2 0 239 0 32 8 0 1245 16 0 0 0 2 0 29 3780 105 0 0 14 34 0 0 9 0 0 0 36 5 223 31 0 19 1893 363 0 1052 0 73080 0 0 1757 0 0 10 92 2 5 3 22 53 3477 0 939 1605 26 12 36 29 0 22 4 4 0
CK_S63_2 X63 Landrace CK Rhizosphere 2 P11 7 27 12 27 0 33 0 824 0 0 0 0 85 0 5 73 0 0 11 0 8 64 108 40 0 0 293 0 0 3 0 179 9 0 0 0 0 8 0 13771 426 0 0 0 33 0 0 8 8 0 0 9 0 199 20 0 14 411 2362 0 4759 0 52195 0 0 375 0 5 11 26 2 9 22 61 233 16385 0 201 935 10 0 117 387 7 8 7 7 67
CK_S63_3 X63 Landrace CK Rhizosphere 3 P11 0 27 9 0 16 73 8 427 0 0 0 0 12 0 0 6 0 0 13 0 0 13 0 0 0 95 59 3 0 0 0 281 3 0 0 0 0 0 0 4707 10 0 0 0 11 0 0 0 0 0 0 0 12 79 9 0 19 159 2087 0 11186 0 82479 0 0 1139 3 0 2 11 0 0 8 4 113 174 0 105 347 0 4 8 90 22 29 5 4 13
CK_S64_1 X64 Landrace CK Rhizosphere 1 P11 43 78 2 0 11 101 0 712 0 0 33 0 157 0 7 35 0 5 11 2 0 85 4 0 0 0 31 6 0 0 4 171 0 0 0 0 0 16 0 14471 45 0 0 3 0 0 0 2 0 3 4 0 0 447 0 3 20 1815 408 101 2490 0 54392 2 0 539 0 7 0 54 0 7 40 53 268 781 0 189 1964 6 6 39 214 70 8 0 40 10
CK_S64_2 X64 Landrace CK Rhizosphere 2 P11 6 53 27 28 0 18 22 1204 4 0 10 0 71 0 2 31 0 4 0 0 10 58 2 0 0 33 152 0 4 4 0 176 27 0 0 0 0 6 0 3744 68 0 3 3 16 8 2 5 0 0 0 5 0 81 25 0 4 2360 1672 47 2100 0 103271 0 0 338 0 0 0 23 0 0 444 32 51 681 0 124 572 7 0 45 325 6 21 10 8 34
CK_S64_3 X64 Landrace CK Rhizosphere 3 P11 0 40 0 0 26 4 5 106 0 0 17 0 195 0 0 97 0 4 51 0 3 230 0 6 0 0 141 3 11 0 4 326 0 0 0 0 0 4 17 9151 1551 0 4 256 6 0 4 0 9 4 7 9 0 91 11 11 15 1791 673 0 3293 0 33517 0 0 1034 2 0 0 147 3 2 11 9 103 635 0 192 1084 4 0 113 45 0 6 3 6 0
CK_S65_1 X65 Landrace CK Rhizosphere 1 P11 14 127 11 43 19 0 0 572 0 5 6 0 273 0 0 183 0 0 85 0 0 425 0 0 0 0 591 0 30 5 0 1012 14 0 0 2 7 5 1683 146 19 0 0 2 40 0 0 16 0 0 24 16 6 438 27 0 18 3132 1155 0 10314 0 50517 0 0 780 4 101 13 54 0 9 2 25 132 1834 0 451 3059 23 8 51 46 0 142 9 53 0
CK_S65_2 X65 Landrace CK Rhizosphere 2 P11 10 48 11 0 31 9 5 879 0 0 3 0 115 0 3 47 0 0 71 0 10 52 54 0 0 20 179 11 4 0 0 190 0 0 0 0 5 10 0 15599 3448 0 0 43 24 3 0 0 3 0 4 7 0 94 18 0 15 294 1307 2 2223 0 62739 0 0 779 0 7 0 19 0 2 8 20 618 14017 0 111 363 12 3 83 151 8 9 0 33 22
CK_S65_3 X65 Landrace CK Rhizosphere 3 P11 9 29 9 9 0 5 5 190 0 0 0 0 25 0 0 5 0 0 20 0 0 17 0 5 0 2 142 5 0 0 0 127 0 0 0 0 0 815 8 1029 3 0 0 2 0 0 0 0 0 3 0 0 30 324 33 0 15 348 1984 0 4091 0 91607 0 0 206 0 0 0 4 0 2 21 8 64 231 0 106 1028 0 6 8 35 9 43 3 0 30
CK_S66_1 X66 Landrace CK Rhizosphere 1 P11 17 180 63 207 27 5 0 1858 3 7 8 0 157 4 9 68 0 0 214 2 22 590 0 0 0 3 726 0 30 14 0 2494 7 0 0 0 0 0 17 16078 10706 0 9 0 62 8 0 40 11 0 3 34 8 126 21 2 44 6656 615 0 2481 7 39961 0 0 2377 13 7 5 168 0 18 10 55 347 772 3 2066 3757 6 39 72 100 4 119 11 45 0
CK_S66_2 X66 Landrace CK Rhizosphere 2 P11 25 94 16 57 13 19 0 4538 5 2 0 0 60 2 0 47 0 0 19 0 15 183 5 0 0 86 288 103 9 0 16 451 8 0 0 0 0 5 0 16981 108 0 0 0 45 0 0 0 0 0 3 0 0 115 77 0 17 476 1677 5 1716 0 37527 0 0 1187 3 7 0 48 0 0 8 50 68 23333 0 272 2183 8 8 38 201 4 5 6 3 10
CK_S66_3 X66 Landrace CK Rhizosphere 3 P11 0 36 7 0 16 38 12 282 0 0 3 0 21 0 0 31 0 0 47 0 0 77 3 0 0 306 136 5 0 0 3 331 5 0 0 0 0 3 0 6837 14 0 0 2 6 0 0 0 0 0 0 0 73 44 4 0 19 4872 549 0 1074 0 63187 0 0 606 2 3 0 21 0 0 0 17 206 234 0 298 593 8 17 12 52 64 16 6 2 49
CK_S67_1 X67 Landrace CK Rhizosphere 1 P05 76 107 37 44 20 0 4 360 0 3 7 0 90 0 0 53 0 0 159 0 6 723 0 0 3 811 506 4 17 0 2 1190 11 0 3 0 0 0 11 18493 26 0 0 0 59 0 0 9 2 0 0 23 312 12736 27 0 18 10881 648 0 745 0 21606 0 0 1384 3 4 2 82 3 10 0 28 819 10066 0 1279 5361 12 24 79 59 0 19 5 0 0
CK_S67_2 X67 Landrace CK Rhizosphere 2 P05 76 261 27 58 16 71 6 795 0 3 7 0 89 6 5 57 0 0 23 0 7 504 5 0 0 0 361 30 9 12 12 592 14 0 0 0 0 11 0 43641 15741 0 0 0 52 0 0 13 5 4 6 15 4 120 56 0 12 1640 6777 0 1399 0 23005 3 0 914 3 8 11 85 5 0 10 74 411 2415 0 314 730 18 0 312 151 410 6 19 7 20
CK_S67_3 X67 Landrace CK Rhizosphere 3 P05 0 9 14 0 19 18 0 511 0 0 4 0 13 2 0 16 0 0 20 0 0 16 0 0 0 2 60 0 0 0 0 135 0 0 0 0 2 2 0 14774 4476 0 0 42 11 0 0 0 0 0 0 2 70 163 0 0 0 360 2717 0 26809 0 46749 0 0 141 0 0 0 8 0 2 4 13 637 469 0 91 487 5 6 18 68 156 372 5 19 881
CK_S68_1 X68 Landrace CK Rhizosphere 1 P14 118 313 45 90 37 7 15 2135 12 14 12 0 478 2 7 365 9 13 827 4 13 3629 0 6 2 3 969 0 38 10 0 2527 18 5 0 6 3 64 3945 191 35 0 5 0 137 0 0 13 0 0 0 85 12 382 34 0 36 2319 644 0 7493 0 52197 0 5 3763 7 6 6 280 2 8 17 49 225 1879 3 1822 4187 11 33 476 98 5 102 27 20 3
CK_S68_2 X68 Landrace CK Rhizosphere 2 P14 10 162 30 54 20 14 4 4271 22 0 5 0 98 5 2 75 0 0 79 0 10 272 0 4 0 19 494 12 16 3 0 625 44 0 0 0 2 0 0 18626 76 0 0 0 17 2 0 0 0 0 11 2 0 371 41 0 33 1125 1568 6 1600 0 55890 0 0 872 5 0 13 48 0 21 36 27 91 8443 0 174 908 16 0 43 3667 16 8 29 4 13
CK_S68_3 X68 Landrace CK Rhizosphere 3 P14 0 26 12 15 11 56 10 729 8 4 4 0 26 0 0 18 0 0 25 5 0 90 0 0 0 6 222 0 0 0 4 240 3 0 0 0 0 3 0 4430 11 0 0 0 8 0 0 0 0 0 0 0 35 40 122 0 0 584 241 0 2194 3 72870 0 0 492 10 0 5 9 0 3 2 34 82 3979 0 330 644 0 3 10 553 100 106 3 6 50
CK_S69_1 X69 Landrace CK Rhizosphere 1 P08 6 69 19 36 0 0 0 1092 0 3 0 0 132 0 0 108 0 0 70 2 12 79 0 0 0 20 135 0 0 6 0 479 3 0 0 0 2 0 224 865 40 0 2 0 31 19 0 2 0 0 3 11 7 432 0 0 17 408 341 0 2497 0 85352 0 0 1088 0 0 9 31 0 0 9 26 61 240 0 221 1569 3 0 16 16 0 73 5 6 0
CK_S69_2 X69 Landrace CK Rhizosphere 2 P08 59 106 29 153 0 12 44 18066 0 5 11 0 242 9 6 294 0 0 16 0 23 179 85 21 0 193 903 29 8 7 0 914 31 2 0 0 0 615 0 1551 94 0 3 0 23 2 0 2 0 0 5 15 0 380 27 11 29 223 1664 8 15542 0 33109 0 0 781 12 0 11 80 0 3 128 33 94 1947 3 278 1291 16 13 61 556 5 14 4 0 15
CK_S69_3 X69 Landrace CK Rhizosphere 3 P08 0 22 17 0 8 28 0 402 0 0 0 0 31 0 0 30 0 0 6 0 0 23 0 0 0 2 52 0 0 0 0 86 6 0 0 0 0 0 0 1468 18 0 0 0 7 0 0 0 0 0 0 0 51 328 0 11 4 422 2905 0 5642 0 82600 0 0 147 0 0 0 12 0 5 7 5 91 5966 0 83 371 3 3 7 37 26 36 6 2 88
CK_S7_1 X7 Landrace CK Rhizosphere 1 P11 65 205 75 231 32 9 0 277 10 6 10 0 506 8 21 181 0 0 399 18 10 1326 4 4 0 6 1212 2 16 108 12 2322 24 3 0 0 0 0 6326 13664 8 0 7 4 357 0 0 45 44 0 14 52 0 478 103 0 65 1643 465 206 3315 6 34589 0 4 4247 10 6 7 264 3 28 20 50 144 5083 0 930 5831 10 30 96 3697 0 11 18 34 2
CK_S7_2 X7 Landrace CK Rhizosphere 2 P11 60 132 25 38 40 493 7 2757 0 0 9 0 220 4 8 42 0 0 14 0 5 52 0 0 2 37 133 5 0 5 0 193 4 0 0 0 0 15 0 1741 9 0 0 0 15 4 0 3 0 0 0 8 4 1043 28 0 19 627 2543 16706 5737 0 58151 0 0 368 0 0 5 29 7 6 15 940 88 937 3 176 1503 8 10 36 1016 0 71 10 8 18
CK_S7_3 X7 Landrace CK Rhizosphere 3 P11 47 122 15 29 15 40 0 1036 0 0 3 0 89 5 5 115 0 5 18 0 0 109 50 0 0 46 439 14 0 0 5 347 5 0 0 0 0 0 13 9089 42 7 0 0 10 0 0 13 0 5 0 0 2 158 23 0 9 855 1443 36 9957 0 52879 3 0 602 0 0 3 22 0 5 11 685 165 310 0 270 2355 20 7 17 378 62 45 9 49 6
CK_S70_1 X70 Landrace CK Rhizosphere 1 P11 45 210 27 75 23 5 10 1670 0 0 0 0 128 10 8 86 0 0 141 0 0 204 5 0 0 0 273 0 24 0 7 1375 10 0 0 0 0 0 11 47 0 0 0 3 40 0 0 4 0 0 0 12 0 249 25 0 16 970 339 14 1496 2 57281 2 0 2224 5 7 25 109 2 17 17 184 44 581 0 353 1362 8 7 36 28 0 7 13 126 12
CK_S70_2 X70 Landrace CK Rhizosphere 2 P11 10 79 15 25 0 9 0 911 0 0 6 0 186 3 4 355 0 0 26 3 9 297 0 17 0 0 1060 6 5 2 0 200 10 4 0 0 0 70 0 2419 263 0 2 0 0 0 0 8 0 0 4 5 0 1278 563 0 14 497 777 0 4131 2 60364 0 0 375 0 0 7 12 0 14 0 12 87 4551 0 227 3520 7 3 51 143 128 13 5 4 17
CK_S70_3 X70 Landrace CK Rhizosphere 3 P11 4 28 9 11 0 23 0 356 0 0 0 0 49 0 0 201 0 0 9 0 0 28 0 0 0 0 81 2 4 0 0 140 2 0 0 0 0 0 0 990 66 0 0 0 0 0 0 0 0 0 0 2 74 427 0 0 0 107 281 0 5206 0 77382 0 0 177 0 0 0 9 0 0 4 3 102 377 0 76 820 0 0 9 25 32 5 0 24 39
CK_S71_1 X71 Landrace CK Rhizosphere 1 P14 60 200 18 35 20 7 0 368 3 6 3 0 127 5 8 205 0 0 77 3 0 231 7 0 0 24 326 48 21 9 8 868 21 0 0 0 0 0 246 6027 315 0 3 14 33 0 0 9 5 0 10 18 0 84 17 0 27 5499 1040 24 8015 13 14563 0 2 1182 0 8 4 107 0 7 3 32 52 725 0 594 2165 14 16 60 50 0 7 22 5 26
CK_S71_2 X71 Landrace CK Rhizosphere 2 P14 59 70 22 41 0 68 0 2444 0 5 10 0 467 2 0 43 0 0 21 2 63 202 7 0 6 119 288 16 23 0 0 1155 10 0 0 0 0 2 5 5721 105 0 2 3 173 0 0 0 0 0 8 7 15 696 19 0 13 591 2358 3 14180 6 11058 0 0 864 7 25 6 50 0 6 196 57 173 8920 2 323 1523 15 10 152 344 108 0 0 27 0
CK_S71_3 X71 Landrace CK Rhizosphere 3 P14 5 32 17 0 19 18 9 396 0 0 5 0 31 0 0 19 0 0 18 0 0 49 0 0 0 0 204 0 8 18 0 777 4 2 0 0 0 4 0 8282 34 0 0 0 7 0 0 4 0 0 3 7 53 1144 16 0 26 324 5392 0 3501 4 95561 0 0 651 2 0 4 31 0 7 40 31 85 336 0 156 489 4 0 15 59 27 19 11 0 35
CK_S72_1 X72 Landrace CK Rhizosphere 1 P14 44 111 22 56 39 0 0 6187 0 0 5 0 119 15 5 61 2 0 71 0 0 470 0 0 0 127 240 2 0 9 3 883 10 0 0 0 2 0 5 2474 62 0 0 517 72 0 0 3 7 0 4 15 0 97 21 8 29 9181 249 15 1356 0 7498 0 2 1222 7 13 29 107 0 11 0 103 38 465 6 565 1879 13 9 45 204 0 45 24 34 27
CK_S72_2 X72 Landrace CK Rhizosphere 2 P14 82 482 50 32 45 7 0 2148 0 0 12 0 89 0 0 70 0 0 116 0 19 81 0 0 0 6 259 0 0 58 0 248 18 0 0 0 0 137 20 25253 1301 0 0 0 20 0 0 0 0 0 0 4 135 63 0 0 21 499 1097 0 2029 0 66396 0 0 1450 6 58 0 46 0 2 20 19 516 1695 0 2185 796 5 0 192 225 0 0 0 19 0
CK_S72_3 X72 Landrace CK Rhizosphere 3 P14 17 19 24 0 14 21 0 265 3 0 4 0 110 0 0 10 0 0 15 0 6 43 0 0 0 0 82 2 0 2 0 178 0 0 8 0 0 0 0 22243 268 0 0 0 0 8 0 0 0 0 0 0 7459 26 19 24 9 385 419 0 2732 0 72338 2 0 273 0 0 0 19 0 0 0 25 1877 3281 0 148 695 2 0 47 42 185 6 0 5 642
CK_S73_1 X73 Landrace CK Rhizosphere 1 P05 34 354 23 70 0 0 23 471 0 0 0 0 164 4 10 86 0 0 137 0 0 282 0 4 0 2 234 0 14 6 5 1369 7 3 0 0 2 0 415 19 0 0 0 0 84 0 0 10 2 0 4 0 0 596 31 0 25 975 257 7 3051 5 28125 0 0 1652 112 8 8 132 6 8 2 17 33 641 0 333 3345 4 6 31 35 0 23 9 0 15
CK_S73_2 X73 Landrace CK Rhizosphere 2 P05 28 113 16 19 11 168 0 3365 0 0 0 0 124 8 0 25 0 0 18 2 11 235 7 0 0 12 207 0 0 4 4 257 4 0 0 0 0 0 1778 17087 1447 0 2 0 22 0 0 2 0 0 3 6 7 1659 11 0 26 1791 4943 4 2701 2 66396 0 0 344 0 18 0 26 0 3 340 37 149 701 0 235 1006 5 3 64 304 4 8 4 0 0
