Genotype Germplasm Treatment Compartment Block Plot Lasiosphaeriaceae Chaetomiaceae Pezizomycotina_fam_Incertae_sedis Sordariaceae Trichosphaeriaceae Bartaliniaceae Xylariales_fam_Incertae_sedis Chaetosphaeriaceae Myrmecridiaceae Microascales_fam_Incertae_sedis Microascaceae Togniniaceae Periconiaceae Herpotrichiellaceae Cladosporiaceae Mycosphaerellaceae Leotiaceae Piskurozymaceae Pyronemataceae Sanchytriaceae Sympoventuriaceae Chytridiaceae Mortierellaceae Chrysozymaceae Mrakiaceae Rhizophydiaceae Geastraceae Ceratobasidiaceae Rhizopodaceae Entolomataceae Strophariaceae Ganodermataceae Cantharellales_fam_Incertae_sedis Piptocephalidaceae Phaeosphaeriaceae Gymnoascaceae Pleosporaceae Didymosphaeriaceae Thyridariaceae Stachybotryaceae Bionectriaceae Hypocreales_fam_Incertae_sedis Aspergillaceae Arachnomycetaceae Trichocomaceae Myxotrichaceae Hyaloscyphaceae Pseudeurotiaceae Onygenales_fam_Incertae_sedis Sordariales_fam_Incertae_sedis Glomerellaceae Pezizaceae Clavicipitaceae Hypocreaceae Nectriaceae Cordycipitaceae Helotiaceae Niessliaceae Ophiocordycipitaceae
CK_R122_3 X122 Teosinte CK Root 3 P05 257 8 2920 0 0 0 1543 4 118 3 0 0 423 39 0 0 2 0 0 0 0 0 0 0 0 0 0 187 10 57 0 0 19 0 218 0 8 0 0 10 331 59103 1175 0 14518 0 0 0 0 0 0 33 238 84 3066 61 213 31 0
CK_R123_1 X123 Teosinte CK Root 1 P08 215 92 6607 0 0 0 4673 4 1586 0 0 0 1176 400 0 0 0 0 0 0 4 0 0 0 0 0 0 174 2 183 7 0 0 0 887 0 15 0 0 22 672 408 1431 0 905 0 0 0 4 0 0 0 13 85 8136 0 181 34 0
CK_R123_2 X123 Teosinte CK Root 2 P08 80 0 14686 0 0 0 1726 0 1956 0 109 0 52 10 0 0 0 0 0 0 0 0 0 2 0 0 0 3669 0 277 0 0 0 0 158 0 55 0 0 44 452 1671 493 0 14146 0 0 0 0 0 0 0 9 5 3364 5 46 5 0
CK_R123_3 X123 Teosinte CK Root 3 P08 166 3 1810 0 0 0 2206 2 57 0 0 0 221 54 0 0 20 7 0 0 0 0 0 0 0 0 0 0 6 10 0 0 3 9 31 0 54 0 0 0 123 1348 1487 0 69117 0 0 2 0 0 0 5 16 0 3882 0 8 0 0
CK_R124_1 X124 Teosinte CK Root 1 P11 412 4 15863 0 0 0 3765 0 127 0 0 0 907 576 0 5 0 0 0 0 0 0 6 0 0 0 0 340 0 11 0 0 0 0 448 0 108 0 0 40 252 1960 494 0 1767 0 0 0 0 0 0 0 64 124 8854 0 2446 12 18
CK_R124_2 X124 Teosinte CK Root 2 P11 98 0 1154 0 0 0 1475 0 39 0 0 0 85 12 0 0 0 0 0 0 0 28 0 0 0 0 0 49 0 0 0 0 665 0 85 0 9781 0 0 51 127 1251 906 0 7640 0 0 0 0 0 0 4 11 0 3535 0 1507 7 6
CK_R124_3 X124 Teosinte CK Root 3 P11 326 244 3203 0 0 0 7936 36 368 0 0 0 1541 42 0 0 0 0 0 0 0 96 10 0 0 0 0 15839 2 28 89 0 3 0 143 0 37 0 0 43 394 3972 1905 0 5880 0 0 0 0 0 0 162 104 218 6299 50 62 34 0
CK_R125_1 X125 Teosinte CK Root 1 P11 130 843 1639 0 0 0 4111 0 329 0 2 0 809 133 0 0 0 0 0 0 0 0 15 9 0 0 0 223 18 1454 0 0 0 0 259 0 0 0 0 31 1333 1515 5243 0 4253 0 0 0 0 0 0 0 104 176 13512 7 687 21 9
CK_R125_2 X125 Teosinte CK Root 2 P11 273 74 4183 0 0 0 2117 0 503 0 0 0 36 11 0 0 0 0 0 0 0 0 8 0 0 0 0 145 0 6 0 0 12 0 375 0 0 6 0 14 90 587 958 0 45331 0 0 0 0 0 0 0 21 0 5769 4 42 4 0
CK_R125_3 X125 Teosinte CK Root 3 P11 271 309 6810 0 2 0 3012 0 985 0 0 0 504 16 0 3 0 0 0 0 0 0 425 0 0 0 0 74 5 0 0 0 1109 0 50 0 36 2 0 39 1251 4953 4247 0 4629 0 0 0 0 0 0 122 49 55 14801 21 23 15 0
CK_R126_1 X126 Teosinte CK Root 1 P08 572 85 2905 0 0 0 4811 3 121 0 0 6 274 59 0 0 0 0 0 0 0 0 22 0 0 0 0 1293 2 21 0 0 84 0 130 0 5 3 0 2806 858 580 315 0 64027 0 0 4 0 0 0 2 61 158 9503 0 86 11 0
CK_R126_2 X126 Teosinte CK Root 2 P08 77 75 1079 0 0 0 1063 0 840 0 0 0 48 11 0 0 0 0 0 0 0 0 29 0 0 0 0 49 2 0 0 0 43 0 50 0 0 7 3 81 268 1550 4636 0 7386 0 0 4 0 0 0 6 20 14 19901 10 0 44 0
CK_R126_3 X126 Teosinte CK Root 3 P08 196 473 10020 0 2 0 2126 0 89 0 0 0 541 43 0 0 0 0 0 0 0 0 4 0 0 0 0 91 0 0 0 0 6 0 228 0 10 0 0 22 112 3572 5204 0 44447 0 0 0 0 0 0 651 87 78 4460 70 15 37 0
CK_R127_1 X127 Teosinte CK Root 1 P14 79 54 13817 0 0 0 5418 12 338 0 0 0 992 68 0 0 0 0 0 0 0 0 4 0 0 0 0 2254 0 2390 0 0 0 0 127 0 31 0 0 171 204 157 261 0 741 0 0 0 0 0 0 0 27 90 6280 0 1040 29 0
CK_R127_2 X127 Teosinte CK Root 2 P14 226 0 4330 0 0 0 904 0 347 0 0 0 27 22 0 0 0 0 0 0 0 0 35 0 0 0 0 31 0 7 437 0 0 0 69 0 3 6 0 9 201 3978 1722 0 29092 0 0 6 0 0 0 7 147 9 3754 62 16 32 9
CK_R127_3 X127 Teosinte CK Root 3 P14 346 111 12123 0 0 0 2707 2 486 0 0 0 350 41 0 0 0 0 0 0 0 0 5 0 0 0 0 219 2 0 0 0 12 0 101 0 8 0 0 27 3374 43834 1461 0 3664 0 0 0 0 0 0 91 84 55 2941 47 42 25 0
CK_R128_1 X128 Teosinte CK Root 1 P05 286 0 859 0 0 0 2415 298 267 0 0 0 514 277 0 0 0 0 0 0 0 0 2 6 0 0 0 23056 17 96 115 0 0 0 199 0 0 24 0 50 536 398 17484 0 838 0 0 0 0 0 0 72 30 15877 10030 0 308 11 0
CK_R128_2 X128 Teosinte CK Root 2 P05 128 0 1657 0 0 0 1924 0 104 0 0 0 96 16 0 0 0 0 0 0 3 0 14 0 0 0 0 39 8 2 2 0 0 0 89 0 150 6 0 262 167 2922 5154 0 39297 0 0 0 0 0 0 13 100 9 6405 106 33 2 0
CK_R128_3 X128 Teosinte CK Root 3 P05 137 7 4627 0 0 0 3288 0 92 0 0 0 426 10 0 0 0 0 0 0 0 4 9 0 0 0 0 11913 12 0 0 0 4 0 92 0 448 0 0 137 302 11662 13765 0 11300 0 0 3 0 0 0 175 128 119 5722 75 380 32 0
CK_R129_1 X129 Teosinte CK Root 1 P05 406 0 580 0 0 0 3815 14 587 0 0 0 258 42 0 0 0 0 0 0 0 0 3 0 0 0 0 21559 0 16 0 0 2 0 66 0 20 3 0 63 300 317 696 0 5972 0 0 0 0 0 0 4 13 249 10132 0 161 23 0
CK_R129_2 X129 Teosinte CK Root 2 P05 82 4 1302 0 0 0 5034 5 380 0 0 0 61 65 0 0 0 0 0 0 0 0 0 6 0 0 0 5444 6 80 0 0 0 0 73 0 19 5 0 5 113 658 5656 0 20208 0 0 0 0 0 0 4 10 184 3298 4 22 0 4
CK_R129_3 X129 Teosinte CK Root 3 P05 87 2 1220 0 0 0 1336 7 102 0 0 0 130 10 0 0 0 0 0 0 0 17 3 0 0 0 0 49 6 114 0 0 3 0 20 0 5 0 0 16 406 3083 22501 0 5123 0 0 0 0 0 0 37 75 27 2139 28 21 0 0
CK_R13_1 X13 Landrace CK Root 1 P08 0 695 2525 0 0 0 0 0 5323 0 0 0 0 0 4840 0 0 0 0 0 0 0 97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 289 111 0 9761 0 0 0 0 0 0 0 4 0 4206 0 2083 0 0
CK_R13_2 X13 Landrace CK Root 2 P08 50 33 7738 0 0 0 2005 8 617 0 0 0 30 27 0 0 0 0 0 0 0 0 0 0 0 0 0 15 58 328 0 0 45 0 9 0 0 0 0 0 139 2544 1896 0 36442 0 0 0 0 0 0 0 1086 25 3438 0 64 20 40
CK_R13_3 X13 Landrace CK Root 3 P08 13 5 792 0 0 0 1455 0 99 0 0 0 174 41 0 0 0 0 0 0 0 0 0 0 0 0 0 29 28 47 0 0 0 0 35 0 20 9 0 0 229 1260 6330 0 74057 0 0 0 0 0 0 8 195 32 3748 5 142 29 0
CK_R14_1 X14 Landrace CK Root 1 P14 62 231 27199 0 0 0 1946 3 98 0 0 0 279 91 0 0 0 0 0 0 0 0 0 0 0 0 0 63 0 22 0 0 0 0 156 0 12 0 0 0 150 254 7717 0 30663 0 0 0 0 0 0 0 11 102 3451 0 91 5 0
CK_R14_2 X14 Landrace CK Root 2 P14 56 165 3918 0 0 0 2268 3 86 0 0 0 75 41 0 0 0 0 0 0 0 0 7 0 0 0 0 115 71 4511 0 0 0 0 70 0 0 0 0 3 505 520 1729 0 32629 0 0 0 0 0 0 0 273 32 4628 0 2 101 4
CK_R14_3 X14 Landrace CK Root 3 P14 57 64 691 0 0 0 2065 9 43 0 0 0 83 491 0 0 0 0 0 0 0 0 23 0 0 0 0 274 84 922 0 0 0 0 26 0 0 0 0 0 551 4352 8443 0 67430 0 0 0 0 0 0 16 532 344 2013 3 233 4 4
CK_R15_1 X15 Landrace CK Root 1 P11 88 1014 33842 0 0 0 897 8 260 0 0 0 384 144 0 0 0 0 0 0 0 0 0 0 0 0 0 272 0 119 0 0 121 0 66 0 40 0 0 0 185 226 17032 0 7937 0 0 0 0 0 0 0 16 310 2827 0 36 21 0
CK_R15_2 X15 Landrace CK Root 2 P11 27 262 4496 0 0 0 1226 0 27 0 0 0 60 35 0 0 0 9 0 0 0 0 0 0 0 0 0 18 124 1534 0 0 0 0 63 0 2 0 0 2 445 553 1863 0 33197 0 0 0 0 0 0 0 58 17 3729 0 26 5 5
CK_R15_3 X15 Landrace CK Root 3 P11 22 0 1158 0 0 0 1100 0 9 0 0 0 134 7 0 0 0 0 0 0 0 0 0 0 0 0 0 7645 82 187 0 0 0 0 70 0 0 0 0 0 262 5609 973 0 31802 0 0 0 0 0 0 156 283 11 4598 75 208 19 0
CK_R16_1 X16 Landrace CK Root 1 P11 20 7989 35202 0 0 0 2617 0 223 0 0 0 534 64 0 0 0 0 0 0 0 0 2 0 0 0 0 9034 2 17 0 0 0 0 82 0 16 0 0 0 607 1020 2576 0 2003 0 0 37 0 0 0 0 64 135 7127 0 75 46 0
CK_R16_2 X16 Landrace CK Root 2 P11 34 122 9140 0 0 0 678 2 29 0 0 0 29 129 6 0 0 0 0 0 0 0 3 0 0 0 0 24 146 723 0 0 0 0 25 0 0 0 0 0 2023 12845 641 0 15152 0 0 5 0 0 0 0 1879 172 4301 0 0 19 16
CK_R16_3 X16 Landrace CK Root 3 P11 138 3 1771 0 0 0 815 10 96 0 0 0 156 57 0 0 0 0 0 0 0 0 0 0 0 0 0 29 20 7435 0 0 0 0 117 0 9 5 0 0 184 682 2517 0 82849 0 0 0 0 0 0 480 1212 49 3090 254 181 0 6
CK_R17_1 X17 Landrace CK Root 1 P05 90 396 15158 0 0 0 6424 8 198 0 0 0 1728 266 0 0 0 2 0 0 0 0 0 0 0 0 0 3517 0 60 87 0 0 0 417 0 148 2 0 0 826 155 768 0 928 0 0 0 0 0 0 18 33 42 7596 0 382 46 0
CK_R17_2 X17 Landrace CK Root 2 P05 98 130 16606 0 0 0 681 84 265 0 0 0 9 143 0 0 0 0 0 0 0 0 4 0 0 0 0 488 21 195 0 0 0 0 47 0 0 0 0 0 1509 11321 511 0 2976 0 0 0 0 0 0 0 47 87 2786 0 59 4 0
CK_R17_3 X17 Landrace CK Root 3 P05 71 267 2854 0 0 0 1965 7 510 0 0 0 96 43 0 0 0 0 0 0 0 0 0 0 0 0 0 38 90 897 4 0 0 0 7 0 16 2 0 0 566 1179 16518 0 24560 2 0 0 0 0 0 179 1786 154 11627 814 20 14 33
CK_R18_1 X18 Landrace CK Root 1 P08 51 259 1586 0 0 0 6421 3 994 0 0 0 427 96 0 0 0 0 0 0 0 0 0 0 0 0 0 4855 0 646 0 0 91 0 7993 0 7 0 0 3 825 3993 2733 0 29363 0 0 0 0 0 0 5 126 91 6545 0 42 50 0
CK_R18_2 X18 Landrace CK Root 2 P08 174 10 2941 0 0 0 1331 9 501 0 0 0 49 231 0 0 0 0 0 0 0 0 4 2 0 0 0 159 107 18 0 0 0 0 48 0 9 0 0 0 289 5598 405 0 29830 0 0 2 0 0 0 0 234 141 12925 0 42 6 0
CK_R18_3 X18 Landrace CK Root 3 P08 85 7 760 0 0 0 1453 3 25 0 0 0 52 36 0 0 0 0 0 0 0 0 0 0 0 0 0 25 50 345 3 0 0 0 34 0 11 0 0 0 761 3095 23718 0 59618 0 0 0 0 0 0 10 390 15 3147 164 23 19 6
CK_R19_1 X19 Landrace CK Root 1 P11 585 26 4100 2 0 4 20749 14 913 0 5 3 281 98 0 4 0 7 0 0 0 5 22 0 0 0 0 3733 1946 7 0 0 42 0 25 0 56 0 0 20 1008 688 1006 0 3311 0 0 59 0 0 0 0 165 628 6234 35 25 8 0
CK_R19_2 X19 Landrace CK Root 2 P11 33 0 10459 0 0 0 1203 0 28 0 0 0 85 12 0 0 0 0 0 0 0 0 12 0 0 0 0 340 751 46 0 0 13 0 316 0 0 0 4 6 71 1363 311 0 3804 0 0 0 0 0 0 0 69 105 1218 6 130 5 4
CK_R19_3 X19 Landrace CK Root 3 P11 199 95 3047 0 0 0 562 5 123 0 0 0 78 52 264 0 0 0 0 0 0 0 0 0 0 0 0 11 338 7152 763 0 0 0 1057 0 5 7 0 0 259 1070 1012 0 22357 0 0 0 0 0 0 67 706 167 11456 30641 338 3 14
CK_R2_1 X2 Landrace CK Root 1 P14 43 2065 18858 0 0 0 8519 7 332 0 0 0 596 33 0 0 0 0 0 0 0 0 23 0 0 0 0 5209 0 12 0 0 0 0 48 0 0 0 0 16 219 716 791 0 17656 0 0 0 0 0 0 0 172 460 3858 0 492 75 0
CK_R2_2 X2 Landrace CK Root 2 P14 11 39 966 0 0 0 1968 0 777 0 2 0 39 8 0 0 0 0 0 0 0 0 0 0 0 0 0 512 63 203 30 0 0 0 175 0 0 4 0 15 464 1544 17595 0 26859 0 0 0 0 0 0 12 65 31 2704 0 35 32 3
CK_R2_3 X2 Landrace CK Root 3 P14 346 303 1442 0 9 10 1193 24 280 0 3 118 144 57 5 0 0 154 0 0 0 37 50 0 0 0 2 48 22 0 0 0 100 4 149 5 146 6 7 14 1094 2845 1242 0 42427 21 10 860 0 2 9 3 210 630 2095 4 51 12 23
CK_R20_1 X20 Landrace CK Root 1 P11 223 135 5994 0 0 0 3500 4 3589 0 0 0 533 438 0 0 0 0 0 0 0 0 167 0 0 0 0 427 0 122 7 0 19 0 109 0 62 9 0 14 7974 194 1081 0 1219 0 0 0 17 0 0 0 69 23 16493 0 267 580 0
CK_R20_2 X20 Landrace CK Root 2 P11 258 85 2540 0 0 0 6608 648 1151 0 0 0 28 726 0 0 0 0 0 0 0 0 0 45 0 0 0 8185 15 237 0 0 41 0 60 0 0 5 0 68 114 5512 168 0 6505 0 0 0 0 0 0 0 31 1498 5101 0 2 5 0
CK_R20_3 X20 Landrace CK Root 3 P11 314 0 22521 0 0 0 936 7 17 0 0 0 40 14 0 0 0 0 0 0 0 0 0 0 0 0 0 7 23 89 0 0 0 0 23 0 5 2 0 6 481 15060 3101 0 26942 0 0 0 0 0 0 30 81 6 1003 299 76 0 6
CK_R21_1 X21 Landrace CK Root 1 P11 94 829 28003 0 0 0 3062 2 471 0 0 2 377 160 0 0 0 0 0 0 17 0 18 28 0 0 0 163 0 2583 0 0 34 0 98 0 10 0 0 0 210 221 727 0 1855 0 0 0 0 0 0 0 43 90 4798 0 134 12 0
CK_R21_2 X21 Landrace CK Root 2 P11 32 18 9424 0 0 0 1763 7 125 0 0 0 31 29 0 0 0 0 0 0 0 0 0 0 0 0 0 4288 0 34 0 0 2 0 53 0 25 0 0 0 164 1288 1762 0 38851 2 0 0 0 0 0 0 73 383 2527 0 37 6 3
CK_R21_3 X21 Landrace CK Root 3 P11 114 113 1348 0 0 0 1840 0 622 0 0 0 107 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55 369 0 0 0 0 43 0 0 18 0 2 288 963 5486 0 49015 0 0 0 0 0 0 85 86 26 5169 289 50 0 16
CK_R22_1 X22 Landrace CK Root 1 P14 345 28 949 0 0 0 7477 4 724 0 0 0 320 80 0 0 0 0 0 0 0 0 0 0 0 0 0 14683 0 25 0 0 7 0 36 0 5 251 2 5 645 195 484 0 788 0 0 0 0 0 0 0 30 44 5578 0 14 63 0
CK_R22_2 X22 Landrace CK Root 2 P14 67 42 728 0 0 7 481 0 128 0 0 2 233 42 0 0 0 0 0 0 0 0 14 0 0 0 0 1895 34 62 0 0 7 0 117 0 3 4 0 117 1461 4127 6889 0 31533 0 0 0 0 0 0 2 212 180 16822 0 31 459 0
CK_R22_3 X22 Landrace CK Root 3 P14 35 3 2038 0 0 0 1410 11 191 0 0 0 74 27 0 0 0 0 0 0 0 0 0 0 0 0 0 25 1148 251 0 0 0 0 130 0 0 0 0 0 104 1319 1411 0 11383 0 0 0 0 0 0 285 545 48 9715 248 14 0 5
CK_R23_1 X23 Landrace CK Root 1 P08 349 199 2213 0 0 0 6237 8 236 0 0 0 1500 105 0 9 0 0 0 0 0 0 0 3 0 0 0 121 0 14124 0 0 120 0 557 0 7 0 0 0 2196 1131 917 0 755 0 0 0 0 0 0 0 12 214 9706 0 81 12 0
CK_R23_2 X23 Landrace CK Root 2 P08 317 9 1728 0 0 0 2830 11 635 0 0 0 78 258 0 0 0 0 0 0 0 81 4 0 0 0 0 1901 213 23 0 0 2 0 358 0 39 0 0 0 193 760 596 0 5173 0 0 0 0 0 0 0 7958 2440 10275 0 18 8 0
CK_R23_3 X23 Landrace CK Root 3 P08 33 0 1243 0 0 0 1507 7 24 0 0 0 421 7 0 0 0 0 0 0 0 0 0 0 0 0 0 78 686 51 0 0 0 0 8 0 31 0 0 2 285 1116 3017 0 53806 36 0 0 0 0 0 1016 1849 17 10212 181 169 0 6
CK_R24_1 X24 Landrace CK Root 1 P14 79 64 1089 0 0 32 1319 0 177 0 0 0 260 30 0 0 0 0 0 0 0 0 0 0 0 0 0 191 43 121 0 0 16 0 8 3 0 0 0 29 196 765 11731 0 22792 0 0 0 0 0 0 107 184 188 4300 6 31 19 0
CK_R24_2 X24 Landrace CK Root 2 P14 28 6 508 0 0 0 3382 17 452 0 0 0 48 137 15 7 0 5 0 0 0 0 17 0 0 0 0 114 20 8382 0 0 16 0 13 0 5 0 0 0 878 461 1429 0 3410 0 0 0 0 0 0 0 2199 60 6494 0 570 18 0
CK_R24_3 X24 Landrace CK Root 3 P14 123 57 1070 0 0 0 1821 38 216 0 5 5 291 52 0 0 0 3 0 0 0 0 21 0 0 0 0 64 400 1691 25 0 0 0 30 0 5 5 6 12 549 3125 1154 0 34044 0 0 11 2 0 19 0 1638 446 5854 91 34 83 17
CK_R25_1 X25 Landrace CK Root 1 P14 116 252 2594 0 0 0 5973 2 176 0 0 0 137 35 0 0 0 4 0 0 0 0 12 0 0 0 0 5553 33 93 5 0 5 0 8 0 9 3 6 2329 398 2592 1604 0 7069 0 0 0 0 0 0 16 197 240 13361 0 42 49 0
CK_R25_2 X25 Landrace CK Root 2 P14 883 787 1438 0 0 0 1448 2 66 0 0 0 82 53 0 0 0 0 0 0 4 0 0 0 0 0 0 107 0 23 0 0 5 0 85 0 2526 0 0 0 192 1185 1051 0 11103 0 0 0 0 0 0 0 32 318 7777 0 23 7 0
CK_R25_3 X25 Landrace CK Root 3 P14 100 11 8582 0 0 0 2144 13 83 0 0 0 129 411 8 0 0 0 0 0 0 38 5 0 0 0 0 3 59 208 0 0 0 0 323 0 0 8 0 0 219 794 1296 0 66933 0 0 2 0 0 0 174 89 12 2249 297 29 15 5
CK_R26_1 X26 Landrace CK Root 1 P08 55 10126 7050 0 0 0 3988 7 182 0 0 0 187 144 0 0 0 0 0 0 0 0 0 0 0 0 0 322 6 44 0 0 0 0 268 0 12 0 0 16 1315 610 613 0 32198 0 0 0 0 0 0 3 13 181 2726 0 830 19 0
CK_R26_2 X26 Landrace CK Root 2 P08 44 5 3740 0 0 3 1960 0 355 0 0 0 71 68 5 0 0 0 0 0 0 0 7 0 0 0 0 5005 4 26 0 0 5 0 2 0 0 0 0 0 309 235 936 0 40493 0 0 18 0 0 0 0 65 337 2893 0 15 21 0
CK_R26_3 X26 Landrace CK Root 3 P08 27 596 1013 0 0 0 1627 11 63 0 0 0 171 28 0 0 0 0 0 0 0 0 0 4 0 0 0 76 133 44 0 0 13 0 42 0 2 866 0 0 152 312 12853 0 56980 0 0 5 0 0 0 6 589 47 4956 184 68 147 5
CK_R27_1 X27 Landrace CK Root 1 P08 25 61 828 0 0 20 1190 20 27 0 0 0 112 39 4 0 0 0 0 0 0 0 3 0 0 0 0 2568 28 2186 0 0 0 0 20 0 9 11 0 11 537 437 4426 0 35407 0 0 0 0 0 0 18 293 302 4960 2 60 58 0
CK_R27_2 X27 Landrace CK Root 2 P08 24 494 17954 0 0 0 1867 0 201 0 0 0 0 170 0 0 0 0 0 0 0 0 2 2 0 0 0 49 4 23 0 0 0 0 46 0 20 37 0 0 250 5656 195 0 7601 0 0 3 0 0 0 0 62 158 1317 0 28 500 0
CK_R27_3 X27 Landrace CK Root 3 P08 187 9 834 0 0 0 2436 429 169 0 0 0 93 276 0 0 0 0 0 0 0 0 23 0 0 0 0 3326 13 973 0 0 0 0 36 0 0 3 0 0 1000 10627 1403 0 57569 2 0 0 0 0 0 8 323 3553 5835 310 203 0 2
CK_R28_1 X28 Landrace CK Root 1 P11 35 179 1986 0 0 0 1991 0 91 0 0 2 204 61 0 0 0 0 0 0 0 0 5 0 0 0 0 307 0 237 0 0 0 0 102 0 3 0 0 11 383 1129 25818 0 29903 0 0 2 0 0 0 0 37 110 5931 0 119 87 0
CK_R28_2 X28 Landrace CK Root 2 P11 45 1210 19106 0 0 0 3892 2 1123 0 0 0 50 150 0 0 0 0 0 0 0 0 0 0 0 0 0 68 36 118 0 0 81 0 94 0 28 2 0 0 230 398 441 0 7229 0 0 16 0 0 0 0 74 151 3906 0 35 10 6
CK_R28_3 X28 Landrace CK Root 3 P11 47 0 2773 0 0 0 2231 0 15 0 0 0 131 56 0 0 0 0 0 0 0 0 3 0 0 0 0 574 8 26 77 0 0 0 1582 0 0 4 0 2 463 543 12284 0 53261 0 0 0 0 0 0 741 67 10 3067 1090 35 0 3
CK_R29_1 X29 Landrace CK Root 1 P05 453 48 23809 0 0 0 2981 239 249 0 0 0 320 380 0 0 0 0 0 0 0 0 5 0 0 0 0 30704 3 41 0 0 4 0 100 0 7 0 0 0 294 2150 682 0 3152 0 0 0 0 0 0 0 3 1819 2256 0 40 25 0
CK_R29_2 X29 Landrace CK Root 2 P05 36 17 15322 0 0 0 2933 0 55 0 0 0 45 545 0 0 0 0 0 0 0 19 0 0 0 0 0 381 186 6012 0 0 28 0 6878 0 17 0 0 4 1097 230 160 0 7416 0 0 0 0 0 0 0 143 678 2646 0 32 22 13
CK_R29_3 X29 Landrace CK Root 3 P05 21 41 814 0 0 0 947 0 8 0 0 0 63 378 0 0 0 0 0 0 0 0 0 0 0 0 0 34 95 3783 4 0 0 0 243 0 32 0 0 0 1160 382 41311 0 33815 0 0 0 0 0 0 16 694 50 1386 62 184 63 0
CK_R3_1 X3 Landrace CK Root 1 P05 114 78 43042 0 0 0 4266 6 332 0 0 0 310 582 0 0 0 0 0 0 0 0 22 0 0 0 0 788 0 2429 0 0 3 0 108 0 15 0 0 3 273 174 1358 0 1111 0 0 0 0 0 0 0 25 316 4700 0 455 18 0
CK_R3_2 X3 Landrace CK Root 2 P05 40 171 18075 0 0 0 1673 0 217 0 0 0 34 11 0 0 0 0 0 0 2 0 0 0 0 0 0 913 0 0 0 0 0 0 88 0 0 4 0 20 376 940 324 0 31650 0 0 122 0 0 0 0 19 6 3393 0 8 19 0
CK_R3_3 X3 Landrace CK Root 3 P05 389 453 3025 0 9 13 1897 144 214 0 3 142 207 31 0 7 0 181 0 0 0 32 92 0 0 0 2 64 268 113 0 0 133 0 48 0 0 0 7 22 521 1979 974 0 23938 14 0 762 8 4 8 3 217 392 16503 0 64 0 27
CK_R30_1 X30 Landrace CK Root 1 P05 65 115 2033 0 0 0 4830 5 247 0 0 0 911 681 0 0 0 106 0 0 3 0 49 0 0 0 0 172 416 618 0 0 0 0 506 0 1708 9 0 0 766 272 4744 0 34577 3 0 0 0 0 0 0 24 6 14923 0 58 35 0
CK_R30_2 X30 Landrace CK Root 2 P05 47 20 16097 0 0 0 1053 0 47 0 0 0 50 252 0 0 0 0 0 0 0 0 0 0 0 0 0 115 43 157 0 0 0 0 104 0 11 0 0 0 89 4796 331 0 21148 0 0 2 0 0 0 0 184 87 3100 0 25 9 12
CK_R30_3 X30 Landrace CK Root 3 P05 20 56 542 0 0 0 1151 0 51 0 0 0 120 29 0 0 0 0 0 0 0 0 0 0 0 0 0 41 313 623 0 0 6 0 7 0 16 0 0 0 333 1101 10757 0 67066 0 0 0 0 0 0 219 776 68 1452 42 20 21 3
CK_R31_1 X31 Landrace CK Root 1 P05 13 32 7108 0 0 0 1165 6 49 0 0 0 100 377 0 0 0 0 0 0 0 0 0 0 0 0 0 822 0 4 0 0 21515 0 44 0 5 0 0 0 327 3172 11324 0 10214 0 0 0 0 0 0 0 11 435 1991 0 36 7 0
CK_R31_2 X31 Landrace CK Root 2 P05 23 10 12965 0 0 0 3102 6 50 0 0 0 42 95 4 0 0 0 0 0 0 0 14 19 0 0 0 48 8 13 0 0 4 0 150 0 6 0 0 0 1097 526 1631 0 32607 0 0 3 0 0 0 0 71 622 1815 3 9 17 2
CK_R31_3 X31 Landrace CK Root 3 P05 32 20 387 0 0 0 3501 0 64 0 0 0 133 47 0 0 0 0 0 0 0 0 0 0 0 0 0 114 1062 17184 0 0 0 0 58 0 13 0 0 0 455 1066 2547 0 48575 0 0 0 9 0 0 46 1680 345 2343 79 16 0 3
CK_R32_1 X32 Landrace CK Root 1 P08 127 75 10029 0 0 0 5559 0 1181 0 13 0 76 220 0 0 0 21 0 0 0 33 49 8 5 0 0 200 888 9 0 0 43 0 12 0 0 0 4 10 339 1018 1741 0 19137 2 0 88 0 0 0 0 123 380 2020 0 64 14 0
CK_R32_2 X32 Landrace CK Root 2 P08 35 619 21779 0 0 0 2140 0 99 0 0 0 68 68 0 0 0 0 0 0 0 0 0 12 0 0 0 61 5 1415 0 0 49 0 93 0 20 0 0 0 1595 594 6432 0 3023 0 0 0 0 0 0 0 140 183 3082 0 156 205 3
CK_R32_3 X32 Landrace CK Root 3 P08 58 87 4103 0 0 0 798 0 64 0 0 0 97 68 151 0 0 0 0 0 0 0 0 0 0 0 0 283 23 181 10 0 0 0 46 0 18 0 0 0 389 7778 5429 0 40380 0 0 0 0 0 0 17 179 58 4914 706 235 16 0
CK_R33_1 X33 Landrace CK Root 1 P08 36 196 7146 0 0 0 5014 9 256 0 0 0 249 57 0 0 0 0 0 0 0 0 0 4 0 0 0 313 4 6 0 0 28 0 90 0 0 0 0 2 168 133 33213 0 25842 0 0 0 0 0 0 0 56 70 2266 0 38 32 0
