CK	D	LN	LP	
ASV127	0.020506125	0.109403499	0.295851056	0.296548193
ASV416	0.054253066	1.65E-07	0.292445295	1.19E-06
ASV280	0.130427726	1.30E-06	1.24E-07	0.25340132
ASV304	0.221812636	1.32E-07	0.149407899	0.139735445
ASV260	0.088214506	0.244120702	0.155592992	0.043628246
ASV327	1.41E-07	3.04E-07	1.43E-07	0.129424217
ASV718	0.056176986	0.001463049	0.028819273	0.079324489
ASV133	0.20438008	6.83E-07	0.174957213	0.155312163
ASV408	0.049004295	0.025736796	0.189825837	0.221865993
ASV212	0.083346317	0.021186396	3.04E-07	0.182532796
ASV222	0.107141287	1.52E-06	0.060941184	0.125572888
ASV228	0.182607502	7.41E-07	0.306840703	1.36E-06
ASV1338	0.005135123	0.041824418	0.009427883	7.57E-07
ASV298	0.056427646	6.30E-07	0.054903004	0.126110004
ASV494	0.363634908	3.04E-07	1.03E-06	0.318709407
ASV630	0.130516523	1.79E-06	1.88E-06	0.420229419
ASV785	0.155601648	0.167343313	0.144445494	0.012790235
ASV721	6.25E-07	7.43E-07	0.025905797	0.271855047
ASV1200	0.113839737	0.228779912	1.59E-07	0.261843622
ASV799	0.079976628	1.42E-07	0.308269679	1.81E-06
ASV1162	0.236649677	0.085905861	0.001654778	7.51E-07
ASV89	0.284697226	0.058117385	0.114609545	2.30E-07
ASV112	0.274686612	1.00E-06	0.385180064	0.079695585
ASV46	1.37E-07	8.42E-07	0.322742391	0.109111717
ASV78	1.40E-06	0.052335842	0.322352189	0.249958946
ASV239	0.147508874	1.27E-07	1.27E-06	0.060731138
ASV528	0.16989755	0.058937308	1.40E-07	0.267563232
ASV203	0.211312085	0.155258725	0.279918297	1.96E-07
ASV752	9.25E-07	0.030655991	0.08010184	3.71E-07
ASV653	1.57E-07	0.267229841	0.268871874	0.298312497
ASV308	1.16E-06	0.179673746	8.64E-07	0.012453537
ASV210	1.76E-06	0.066650937	0.108335061	0.343840762
ASV218	1.35E-06	0.145154111	0.15854642	0.310063095
ASV83	0.127813245	0.26671849	0.221402694	0.106454884
ASV40	0.177615102	0.203161584	0.250752201	1.36E-06
ASV119	0.230064467	0.374249254	0.339256167	0.206584198
ASV987	0.268107316	0.173584533	0.129083746	0.040947147
ASV406	0.055219255	1.51E-07	0.169181338	9.05E-07
ASV245	1.29E-07	1.56E-06	0.348616309	0.204176636
ASV387	0.137690851	0.056687864	0.31483514	0.340370811
ASV374	0.522763972	0.076056589	0.407863867	0.432276928
ASV2046	9.82E-07	0.104989021	0.036433443	6.53E-07
ASV450	0.448997358	0.221142556	0.362360874	1.01E-06
ASV1023	0.303143032	0.246902452	5.84E-07	0.38785215
ASV548	0.035489901	1.39E-07	0.046987914	0.048779429
ASV1791	0.24566962	0.0163018	1.34E-07	1.10E-06
ASV288	0.114001112	0.064874492	0.078959337	1.30E-07
ASV2322	NA	NA	NA	1.96E-07
ASV312	0.097070013	0.132506198	0.194430021	0.202103834
ASV558	1.54E-07	0.080881348	0.265783063	1.36E-07
ASV2178	0.006269809	0.01692353	0.013619469	0.177323194
ASV1464	0.01402032	1.57E-07	1.52E-06	1.36E-07
ASV226	0.162745094	1.11E-06	0.210646615	0.092117876
ASV121	0.267605934	0.125170611	1.44E-07	0.3509242
ASV322	0.079976992	5.60E-07	0.00240661	2.10E-07
ASV477	1.68E-06	1.78E-06	0.223581314	1.32E-06
ASV1143	0.052512869	0.268831309	0.302917795	1.42E-06
ASV15	0.101604607	8.19E-07	0.253606167	0.065665804
ASV1320	0.032463235	0.285802951	0.149900572	0.220112773
ASV66	0.058727715	0.230685552	0.134142796	0.11029971
ASV1509	0.2404357	3.73E-07	6.81E-07	0.148483282
ASV29	0.283123251	0.049947356	1.46E-07	0.350274634
ASV97	0.042301039	1.67E-06	0.000298055	0.10321776
ASV1204	1.92E-07	4.62E-07	1.85E-07	0.000336075
ASV360	0.448065649	0.089691796	0.109778977	0.031794359
ASV557	0.214761619	0.120864053	0.252199254	0.120760436
ASV164	1.45E-07	7.64E-07	0.103559309	0.302875804
ASV577	0.010514041	1.38E-06	0.013555105	0.1713619
ASV748	0.114244018	1.33E-07	0.251181196	1.85E-06
